"","name","person","place"
"224","Boniface ",0.445054945054945,0.554945054945055
"225","Bonosos ",0.794117647058824,0.205882352941176
"226","Bosphoros ",0.107843137254902,0.892156862745098
"227","Bosporus ",0.0774647887323944,0.922535211267606
"228","Bostra ",0.205882352941176,0.794117647058824
"229","Botrys ",0.17741935483871,0.82258064516129
"230","Bousas ",0.5,0.5
"231","Bousour ",0.922535211267606,0.0774647887323944
"232","Bouzes ",0.82258064516129,0.17741935483871
"233","Bretanion ",0.696078431372549,0.303921568627451
"234","Britain ",0.0774647887323944,0.922535211267606
"235","Bucellarii ",0.107843137254902,0.892156862745098
"236","Bulgar ",0.5,0.5
"237","Bulgaria ",0.152567975830816,0.847432024169184
"238","Bulgarian ",0.303921568627451,0.696078431372549
"239","Bulgarians ",0.163072776280323,0.836927223719677
"240","Bulgars ",0.478354978354978,0.521645021645022
"241","Bull ",0.17741935483871,0.82258064516129
"242","Bunnie ",0.338709677419355,0.661290322580645
"243","Burgari ",0.17741935483871,0.82258064516129
"244","Byzakion ",0.0774647887323944,0.922535211267606
"245","Byzantines ",0.205882352941176,0.794117647058824
"246","Byzantium ",0.0306859205776173,0.969314079422383
"247","Cabalas ",0.5,0.5
"248","Cadiz ",0.303921568627451,0.696078431372549
"249","Caesar ",0.5,0.5
"250","Caesarea ",0.225274725274725,0.774725274725275
"251","Caesarius ",0.288732394366197,0.711267605633803
"252","Caesars ",0.31981981981982,0.68018018018018
"253","Caliph ",0.82258064516129,0.17741935483871
"254","Calvary ",0.338709677419355,0.661290322580645
"255","Camas ",0.5,0.5
"256","Campus ",0.17032967032967,0.82967032967033
"257","Cappadocia ",0.17032967032967,0.82967032967033
"258","Cappadocians ",0.338709677419355,0.661290322580645
"259","Caria ",0.338709677419355,0.661290322580645
"260","Carian ",0.338709677419355,0.661290322580645
"261","Carinus ",0.338709677419355,0.661290322580645
"262","Carthage ",0.116368286445013,0.883631713554987
"263","Carthaginians ",0.338709677419355,0.661290322580645
"264","Castus ",0.82258064516129,0.17741935483871
"265","Cat ",0.429577464788732,0.570422535211268
"266","Cataracts ",0.17741935483871,0.82258064516129
"267","Caucasus ",0.205882352941176,0.794117647058824
"268","Cave ",0.338709677419355,0.661290322580645
"269","Celar ",0.5,0.5
"270","Chadiga ",0.82258064516129,0.17741935483871
"271","Chagan ",0.392541087231353,0.607458912768647
"272","Chaganos ",0.661290322580645,0.338709677419355
"273","Chaktaban ",0.661290322580645,0.338709677419355
"274","Chalcedon ",0.154731457800512,0.845268542199488
"275","Chaled ",0.5,0.5
"276","Chalke ",0.107843137254902,0.892156862745098
"277","Chalkis ",0.598039215686274,0.401960784313726
"278","Chamaetha ",0.17741935483871,0.82258064516129
"279","Charito ",0.82258064516129,0.17741935483871
"280","Charmosynos ",0.661290322580645,0.338709677419355
"281","Charsian ",0.17741935483871,0.82258064516129
"282","Chazars ",0.118320610687023,0.881679389312977
"283","Chelidonion ",0.82258064516129,0.17741935483871
"284","Cherson ",0.0940959409594096,0.90590405904059
"285","Chorasan ",0.359154929577465,0.640845070422535
"286","Chosroes ",0.618934348239772,0.381065651760228
"287","Choumeid ",0.5,0.5
"288","Christ ",0.222838137472284,0.777161862527716
"289","Christian ",0.655482815057283,0.344517184942717
"290","Christianity ",0.892156862745098,0.107843137254902
"291","Christianos ",0.661290322580645,0.338709677419355
"292","Christians ",0.150751547303271,0.849248452696729
"293","Christmas ",0.661290322580645,0.338709677419355
"294","Chrysaorios ",0.661290322580645,0.338709677419355
"295","Chrysaphios ",0.884615384615385,0.115384615384615
"296","Chrysopolis ",0.0695364238410596,0.93046357615894
"297","Chrysostom ",0.661290322580645,0.338709677419355
"298","Church ",0.134317862165963,0.865682137834037
"299","Cilicia ",0.288732394366197,0.711267605633803
"300","City ",0.0819170632222978,0.918082936777702
"301","Claudiopolis ",0.5,0.5
"302","Claudius ",0.338709677419355,0.661290322580645
"303","Clones ",0.661290322580645,0.338709677419355
"304","Commagene ",0.17741935483871,0.82258064516129
"305","Commemoration ",0.338709677419355,0.661290322580645
"306","Constans ",0.694805194805195,0.305194805194805
"307","Constantia ",0.554945054945055,0.445054945054945
"308","Constantina ",0.445054945054945,0.554945054945055
"309","Constantine ",0.76434558349452,0.23565441650548
"310","Constantinople ",0.175052410901468,0.824947589098532
"311","Constantius ",0.782485875706215,0.217514124293785
"312","Copper ",0.17741935483871,0.82258064516129
"313","Cornuti ",0.338709677419355,0.661290322580645
"314","Corruptible ",0.17741935483871,0.82258064516129
"315","Course ",0.22972972972973,0.77027027027027
"316","Crete ",0.338709677419355,0.661290322580645
"317","Crispus ",0.82258064516129,0.17741935483871
"318","Cross ",0.158119658119658,0.841880341880342
"319","Crucified ",0.661290322580645,0.338709677419355
"320","Ctesiphon ",0.0774647887323944,0.922535211267606
"321","Cypriot ",0.661290322580645,0.338709677419355
"322","Cypriots ",0.5,0.5
"323","Cyprus ",0.133507853403141,0.866492146596859
"324","Cyril ",0.571090047393365,0.428909952606635
"325","Dabekon ",0.107843137254902,0.892156862745098
"326","Dadasthana ",0.338709677419355,0.661290322580645
"327","Dagalaiphos ",0.696078431372549,0.303921568627451
"328","Dagistheos ",0.17741935483871,0.82258064516129
"329","Dahak ",0.338709677419355,0.661290322580645
"330","Daisios ",0.107843137254902,0.892156862745098
"331","Dalmatia ",0.17741935483871,0.82258064516129
"332","Dalmatius ",0.635135135135135,0.364864864864865
"333","Dalmatos ",0.17741935483871,0.82258064516129
"334","Damascus ",0.11038961038961,0.88961038961039
"335","Damatrys ",0.5,0.5
"336","Damian ",0.598039215686274,0.401960784313726
"337","Damianos ",0.5,0.5
"338","Danastris ",0.338709677419355,0.661290322580645
"339","Danube ",0.0238095238095238,0.976190476190476
"340","Daphne ",0.338709677419355,0.661290322580645
"341","Daras ",0.309160305343511,0.690839694656489
"342","Darenos ",0.661290322580645,0.338709677419355
"343","Dark ",0.17741935483871,0.82258064516129
"344","Dastagerd ",0.17032967032967,0.82967032967033
"345","Debeltos ",0.794117647058824,0.205882352941176
"346","December ",0.401960784313726,0.598039215686274
"347","Decimum ",0.17032967032967,0.82967032967033
"348","Definitions ",0.0774647887323944,0.922535211267606
"349","Delta ",0.5,0.5
"350","Demophilos ",0.338709677419355,0.661290322580645
"351","Deuteron ",0.338709677419355,0.661290322580645
"352","Devil ",0.570422535211268,0.429577464788732
"353","Dezeridan ",0.338709677419355,0.661290322580645
"354","Dias ",0.338709677419355,0.661290322580645
"355","Diippion ",0.17741935483871,0.82258064516129
"356","Diocletian ",0.738095238095238,0.261904761904762
"357","Diogenes ",0.82258064516129,0.17741935483871
"358","Diogenianos ",0.82258064516129,0.17741935483871
"359","Dionysos ",0.17741935483871,0.82258064516129
"360","Dios ",0.115384615384615,0.884615384615385
"361","Dioskoros ",0.919847328244275,0.0801526717557252
"362","Dodecanese ",0.5,0.5
"363","Doliche ",0.5,0.5
"364","Domentziolos ",0.922535211267606,0.0774647887323944
"365","Dometianus ",0.82258064516129,0.17741935483871
"366","Domnica ",0.661290322580645,0.338709677419355
"367","Domnus ",0.661290322580645,0.338709677419355
"368","Dorkon ",0.82258064516129,0.17741935483871
"369","Dorostolos ",0.5,0.5
"370","Dorotheos ",0.93956043956044,0.0604395604395604
"371","Dorylaion ",0.429577464788732,0.570422535211268
"372","Drepana ",0.5,0.5
"373","Drizipera ",0.0774647887323944,0.922535211267606
"374","Dyrrachium ",0.5,0.5
"375","East ",0.0441595441595442,0.955840455840456
"376","Easter ",0.521645021645022,0.478354978354978
"377","Edessa ",0.161354581673307,0.838645418326693
"378","Edict ",0.661290322580645,0.338709677419355
"379","Egypt ",0.0418326693227092,0.958167330677291
"380","Egyptian ",0.794117647058824,0.205882352941176
"381","Egyptians ",0.21830985915493,0.78169014084507
"382","Elasbaas ",0.82258064516129,0.17741935483871
"383","Eleutherios ",0.0774647887323944,0.922535211267606
"384","Eleutheropolis ",0.17741935483871,0.82258064516129
"385","Elias ",0.554945054945055,0.445054945054945
"386","Elissaios ",0.82258064516129,0.17741935483871
"387","Elpidios ",0.77027027027027,0.22972972972973
"388","Emesa ",0.0419847328244275,0.958015267175573
"389","Emmaus ",0.5,0.5
"390","Emperor ",0.696078431372549,0.303921568627451
"391","Empire ",0.163573085846868,0.836426914153132
"392","Enemy ",0.661290322580645,0.338709677419355
"393","Ephesos ",0.207602339181287,0.792397660818713
"394","Epicureans ",0.338709677419355,0.661290322580645
"395","Epiphaneia ",0.661290322580645,0.338709677419355
"396","Epiphanios ",0.5,0.5
"397","Epiphany ",0.661290322580645,0.338709677419355
"398","Eridanos ",0.5,0.5
"399","Ethiopia ",0.17741935483871,0.82258064516129
"400","Ethribos ",0.107843137254902,0.892156862745098
"401","Euboulos ",0.661290322580645,0.338709677419355
"402","Euchaita ",0.5,0.5
"403","Eudokia ",0.918006430868167,0.0819935691318328
"404","Eudoxia ",0.805343511450382,0.194656488549618
"405","Eudoxios ",0.711267605633803,0.288732394366197
"406","Eugenios ",0.147887323943662,0.852112676056338
"407","Eulogios ",0.82258064516129,0.17741935483871
"408","Eumathios ",0.661290322580645,0.338709677419355
"409","Eunomios ",0.794117647058824,0.205882352941176
"410","Euphemia ",0.711267605633803,0.288732394366197
"411","Euphemios ",0.539840637450199,0.460159362549801
"412","Euphrasios ",0.711267605633803,0.288732394366197
"413","Euphrates ",0.335164835164835,0.664835164835165
"414","Euphratesia ",0.338709677419355,0.661290322580645
"415","Europe ",0.288732394366197,0.711267605633803
"416","Europos ",0.205882352941176,0.794117647058824
"417","Eusebia ",0.661290322580645,0.338709677419355
"418","Eusebios ",0.83112582781457,0.16887417218543
"419","Eustathios ",0.919847328244275,0.0801526717557252
"420","Eustochios ",0.17741935483871,0.82258064516129
"421","Eutropios ",0.401960784313726,0.598039215686274
"422","Eutyches ",0.545045045045045,0.454954954954955
"423","Eutychios ",0.640845070422535,0.359154929577465
"424","Euxine ",0.5,0.5
"425","Evagrios ",0.696078431372549,0.303921568627451
"426","Evangelist ",0.338709677419355,0.661290322580645
"427","Father ",0.17741935483871,0.82258064516129
"428","Fathers ",0.39010989010989,0.60989010989011
"429","Fausta ",0.82258064516129,0.17741935483871
"430","February ",0.115384615384615,0.884615384615385
"431","Felix ",0.729007633587786,0.270992366412214
"432","Festus ",0.598039215686274,0.401960784313726
"433","Fifth ",0.338709677419355,0.661290322580645
"434","Fire ",0.107843137254902,0.892156862745098
"435","First ",0.338709677419355,0.661290322580645
"436","Flavian ",0.670940170940171,0.329059829059829
"437","Florus ",0.107843137254902,0.892156862745098
"438","Forerunner ",0.338709677419355,0.661290322580645
"439","Forum ",0.0321637426900585,0.967836257309941
"440","Frankish ",0.338709677419355,0.661290322580645
"441","Franks ",0.301324503311258,0.698675496688742
"442","Fravitas ",0.338709677419355,0.661290322580645
"443","Friday ",0.338709677419355,0.661290322580645
"444","Fuller ",0.338709677419355,0.661290322580645
"445","Gabriel ",0.338709677419355,0.661290322580645
"446","Galata ",0.17741935483871,0.82258064516129
"447","Galatia ",0.5,0.5
"448","Galerius ",0.5,0.5
"449","Gallic ",0.338709677419355,0.661290322580645
"450","Gallus ",0.922535211267606,0.0774647887323944
"451","Gamer ",0.661290322580645,0.338709677419355
"452","Gangra ",0.5,0.5
"453","Garis ",0.5,0.5
"454","Gaul ",0.0801526717557252,0.919847328244275
"455","Gauls ",0.5,0.5
"456","Gaza ",0.17741935483871,0.82258064516129
"457","Gazakos ",0.303921568627451,0.696078431372549
"458","Geezon ",0.5,0.5
"459","Gelasios ",0.5,0.5
"460","Gelimer ",0.731788079470199,0.268211920529801
"461","Gennadios ",0.664835164835165,0.335164835164835
"462","Genzon ",0.78169014084507,0.21830985915493
"463","George ",0.93956043956044,0.0604395604395604
"464","Gepids ",0.338709677419355,0.661290322580645
"465","Germania ",0.17741935483871,0.82258064516129
"466","Germanikeia ",0.364864864864865,0.635135135135135
"467","Germanus ",0.677383592017738,0.322616407982262
"468","Gizerich ",0.735602094240838,0.264397905759162
"469","Glonazes ",0.82258064516129,0.17741935483871
"470","Glory ",0.338709677419355,0.661290322580645
"471","God ",0.390297415894686,0.609702584105315
"472","Godfearing ",0.17741935483871,0.82258064516129
"473","Godigisklos ",0.794117647058824,0.205882352941176
"474","Golgotha ",0.17741935483871,0.82258064516129
"475","Gontharis ",0.733918128654971,0.266081871345029
"476","Gordas ",0.5,0.5
"477","Gospel ",0.28021978021978,0.71978021978022
"478","Gospels ",0.17741935483871,0.82258064516129
"479","Gothic ",0.661290322580645,0.338709677419355
"480","Goths ",0.280876494023904,0.719123505976096
"481","Goudoues ",0.82967032967033,0.17032967032967
"482","Goundabousan ",0.338709677419355,0.661290322580645
"483","Gratian ",0.570422535211268,0.429577464788732
"484","Greece ",0.107843137254902,0.892156862745098
"485","Greeks ",0.82258064516129,0.17741935483871
"486","Green ",0.205882352941176,0.794117647058824
"487","Greens ",0.191943127962085,0.808056872037915
"488","Gregoras ",0.711267605633803,0.288732394366197
"489","Gregory ",0.932900432900433,0.0670995670995671
"490","Gretes ",0.82258064516129,0.17741935483871
"491","Hagarenes ",0.17032967032967,0.82967032967033
"492","Haimos ",0.338709677419355,0.661290322580645
"493","Halys ",0.5,0.5
"494","Harma ",0.5,0.5
"495","Harmatios ",0.82258064516129,0.17741935483871
"496","Harmatzon ",0.661290322580645,0.338709677419355
"497","Harran ",0.359154929577465,0.640845070422535
"498","He ",0.764900662251656,0.235099337748344
"499","Hebdomon ",0.0495495495495496,0.950450450450451
"500","Hebraika ",0.661290322580645,0.338709677419355
"501","Hebrews ",0.338709677419355,0.661290322580645
"502","Helena ",0.774725274725275,0.225274725274725
"503","Helenianai ",0.205882352941176,0.794117647058824
"504","Helias ",0.892156862745098,0.107843137254902
"505","Helion ",0.5,0.5
"506","Hellas ",0.0774647887323944,0.922535211267606
"507","Henotikon ",0.5,0.5
"508","Heptabizos ",0.82258064516129,0.17741935483871
"509","Hera ",0.5,0.5
"510","Heracles ",0.5,0.5
"511","Herakleia ",0.5,0.5
"512","Herakleios ",0.673102529960053,0.326897470039947
"513","Herakles ",0.338709677419355,0.661290322580645
"514","Heraklonas ",0.5,0.5
"515","Herculius ",0.640845070422535,0.359154929577465
"516","Hermichiones ",0.661290322580645,0.338709677419355
"517","Hermogenes ",0.78169014084507,0.21830985915493
"518","Herod ",0.82258064516129,0.17741935483871
"519","Hesaias ",0.82258064516129,0.17741935483871
"520","Hesychios ",0.892156862745098,0.107843137254902
"521","Hexapolis ",0.17741935483871,0.82258064516129
"522","Hierapolis ",0.5,0.5
"523","Hiereia ",0.184684684684685,0.815315315315315
"524","Hiermouchas ",0.17741935483871,0.82258064516129
"525","Him ",0.461832061068702,0.538167938931298
"526","Himerios ",0.78169014084507,0.21830985915493
"527","Hippodrome ",0.0337620578778135,0.966237942122186
"528","History ",0.338709677419355,0.661290322580645
"529","Hollow ",0.338709677419355,0.661290322580645
"530","Homerite ",0.338709677419355,0.661290322580645
"531","Homerites ",0.0774647887323944,0.922535211267606
"532","Honoria ",0.82258064516129,0.17741935483871
"533","Honorius ",0.545045045045045,0.454954954954955
"534","Hormisdas ",0.83210332103321,0.16789667896679
"535","Horn ",0.17741935483871,0.82258064516129
"536","Hosios ",0.661290322580645,0.338709677419355
"537","Huns ",0.161354581673307,0.838645418326693
"538","Hypatia ",0.5,0.5
"539","Hypatios ",0.646198830409357,0.353801169590643
"540","Iberian ",0.338709677419355,0.661290322580645
"541","Iberians ",0.338709677419355,0.661290322580645
"542","Ilderich ",0.764900662251656,0.235099337748344
"543","Ile ",0.338709677419355,0.661290322580645
"544","Ilene ",0.5,0.5
"545","Illos ",0.538167938931298,0.461832061068702
"546","Illyricum ",0.225274725274725,0.774725274725275
"547","Immon ",0.338709677419355,0.661290322580645
"548","Immortals ",0.17741935483871,0.82258064516129
"549","In ",0.5,0.5
"550","Incarnation ",0.661290322580645,0.338709677419355
"551","India ",0.696078431372549,0.303921568627451
"552","Indian ",0.852112676056338,0.147887323943662
"553","Indians ",0.359154929577465,0.640845070422535
"554","Indies ",0.17741935483871,0.82258064516129
"555","Iotabe ",0.17741935483871,0.82258064516129
"556","Irene ",0.702156334231806,0.297843665768194
"557","Isaakios ",0.338709677419355,0.661290322580645
"558","Isakios ",0.82258064516129,0.17741935483871
"559","Isam ",0.570422535211268,0.429577464788732
"560","Isauria ",0.429577464788732,0.570422535211268
"561","Isaurian ",0.338709677419355,0.661290322580645
"562","Isaurians ",0.635135135135135,0.364864864864865
"563","Ischyras ",0.82258064516129,0.17741935483871
"564","Isdigerdes ",0.640845070422535,0.359154929577465
"565","Ishmael ",0.5,0.5
"566","Isidore ",0.82258064516129,0.17741935483871
"567","Isoes ",0.661290322580645,0.338709677419355
"568","Isokasios ",0.696078431372549,0.303921568627451
"569","Ister ",0.0774647887323944,0.922535211267606
"570","Istros ",0.17741935483871,0.82258064516129
